"database_identifier"	"chemical_formula"	"smiles"	"InChI Code"	"metabolite_identification"	"HMDB_ID"	"PubChem_CID"	"KEGG_ID"	"METLIN_ID"	"synth_XOM_001"	"synth_XOM_002"	"synth_XOM_003"	"synth_XOM_004"	"synth_XOM_005"	"synth_XOM_006"	"synth_XOM_007"	"synth_XOM_008"	"synth_XOM_009"	"synth_XOM_010"	"synth_XOM_011"	"synth_XOM_012"	"synth_XOM_013"	"synth_XOM_014"	"synth_XOM_015"	"synth_XOM_016"	"synth_XOM_017"	"synth_XOM_018"	"synth_XOM_019"	"synth_XOM_020"	"synth_XOM_021"	"synth_XOM_022"	"synth_XOM_023"	"synth_XOM_024"	"synth_XOM_025"	"synth_XOM_026"	"synth_XOM_027"	"synth_XOM_028"	"synth_XOM_029"	"synth_XOM_030"	"synth_XOM_031"	"synth_XOM_032"	"synth_XOM_033"	"synth_XOM_034"	"synth_XOM_035"	"synth_XOM_036"	"synth_XOM_037"	"synth_XOM_038"	"synth_XOM_039"	"synth_XOM_040"	"synth_XOM_041"	"synth_XOM_042"	"synth_XOM_043"	"synth_XOM_044"	"synth_XOM_045"	"synth_XOM_046"	"synth_XOM_047"	"synth_XOM_048"	"synth_XOM_049"	"synth_XOM_050"	"synth_XOM_051"	"synth_XOM_052"	"synth_XOM_053"	"synth_XOM_054"	"synth_XOM_055"	"synth_XOM_056"	"synth_XOM_057"	"synth_XOM_058"	"synth_XOM_059"	"synth_XOM_060"	"synth_XOM_061"	"synth_XOM_062"	"synth_XOM_063"	"synth_XOM_064"	"synth_XOM_065"	"synth_XOM_066"	"synth_XOM_067"	"synth_XOM_068"	"synth_XOM_069"	"synth_XOM_070"	"synth_XOM_071"	"synth_XOM_072"	"synth_XOM_073"	"synth_XOM_074"	"synth_XOM_075"	"synth_XOM_076"	"synth_XOM_077"	"synth_XOM_078"	"synth_XOM_079"	"synth_XOM_080"	"synth_XOM_081"	"synth_XOM_082"	"synth_XOM_083"	"synth_XOM_084"	"synth_XOM_085"	"synth_XOM_086"	"synth_XOM_087"	"synth_XOM_088"	"synth_XOM_089"	"synth_XOM_090"	"synth_XOM_091"	"synth_XOM_092"	"synth_XOM_093"	"synth_XOM_094"	"synth_XOM_095"	"synth_XOM_096"	"synth_XOM_097"	"synth_XOM_098"	"synth_XOM_099"	"synth_XOM_100"
"CHEBI:30887"	"NA"	"OC(C(CC(O)=O)C(O)=O)C(O)=O"	"InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)"	"Isocitrate"	"HMDB0000193"	"1198"	"C00311"	"3328"	"1.00314943"	"1.33960413"	"0.8493961"	"0.40719641"	"0.61974519"	"0.52981484"	"0.76133201"	"1.17276507"	"1.07527342"	"0.66588111"	"1.08259534"	"1.46173695"	"0.99317386"	"0.08520923"	"0.52047038"	"0.77858099"	"0.58288112"	"1.06550348"	"1.29276484"	"0.83673515"	"0.77876264"	"1.02885281"	"1.40373533"	"1.53152874"	"1.68561042"	"1.54673822"	"1.68561042"	"0.7591643"	"1.25351109"	"0.95644479"	"0.6038014"	"1.62016066"	"0.62919673"	"0.64531319"	"0.73232545"	"1.3552922"	"0.86447294"	"0.82045914"	"1.17818282"	"0.90754571"	"1.08566963"	"0.96595431"	"0.97490273"	"1.16976746"	"1.293168"	"0.87808398"	"0.0776237"	"0.89126403"	"0.60354518"	"1.55425238"	"1.53152874"	"1.26025751"	"0.78045829"	"0.68589117"	"1.26913701"	"0.53738376"	"1.26913701"	"1.33363644"	"0.65081817"	"0.72517018"	"0.60012306"	"0.60594092"	"1.56448853"	"1.24495061"	"1.84557804"	"2.31948488"	"0.56538771"	"1.48045079"	"1.22000004"	"0.67240039"	"0.9552056"	"1.29038945"	"1.78541085"	"1.14897439"	"0.86275093"	"1.08772477"	"0.98827451"	"0.65634768"	"1.26025751"	"0.62951415"	"0.85793454"	"0.97692459"	"0.60714736"	"0.73728708"	"0.59565708"	"1.25895725"	"0.9567845"	"1.02767888"	"0.80565761"	"1.55074419"	"1.38326226"	"1.04201492"	"0.7395086"	"0.84980366"	"0.12287334"	"0.52032306"	"0.72988623"	"1.08743951"	"1.31443647"	"0.52047038"
"CHEBI:20067"	"NA"	"CC(O)CC(O)=O"	"InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)"	"3-Hydroxybutyric acid"	"HMDB0000357"	"441"	"C01089"	"125"	"0.070817719"	"0.010112058"	"0.033292004"	"0.046070064"	"0.052076985"	"0.066505604"	"0.035219815"	"0.107106461"	"0.05431771"	"0.048326175"	"0.051173147"	"0.031842425"	"0.07356406"	"0.062746593"	"0.037040783"	"0.030157193"	"0.055070732"	"0.0436675"	"0.030298386"	"0.054972543"	"0.03612458"	"0.015605322"	"0.153203865"	"0.086403797"	"0.06226241"	"0.01306208"	"0.151584397"	"0.025061876"	"0.112284172"	"0.063228048"	"0.188349621"	"0.058481223"	"0.047593579"	"0.047580734"	"0.029105074"	"0.027234147"	"0.035207414"	"0.021635374"	"0.051173147"	"0.028922204"	"0.018700445"	"0.076461548"	"0.080169795"	"0.049580282"	"0.052297945"	"0.043392951"	"0.050199499"	"0.053148211"	"0.039462393"	"0.104593873"	"0.070491179"	"0.042948543"	"0.016576582"	"0.062604805"	"0.028692968"	"0.028909392"	"0.044376417"	"0.039462393"	"0.037014445"	"0.112284172"	"0.079831526"	"0.020198406"	"0.021571101"	"0.044441032"	"0.018254196"	"0.575332358"	"0.111352669"	"0.051711192"	"0.063474219"	"0.035656497"	"0.111935983"	"0.106585227"	"0.01417728"	"0.126328979"	"0.062200066"	"0.03446313"	"0.031211022"	"0.021356981"	"0.047161336"	"0.046979532"	"0.063961342"	"0.092934685"	"0.026841638"	"0.036845527"	"0.009182414"	"0.077689359"	"0.043002409"	"0.03643644"	"0.035656497"	"0.051608827"	"0.032700615"	"0.060708485"	"0.05474366"	"0.024557798"	"0.032630272"	"0.056831254"	"0.356707535"	"0.061188654"	"0.048973958"	"0.12553321"
"CHEBI:37373"	"NA"	"C[C@@H](CO)C(O)=O"	"InChI=1S/C4H8O3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m0/s1"	"3-Hydroxyisobutyric acid"	"HMDB0000023"	"440873"	"C06001"	"483"	"0.10832474"	"0.5333662"	"0.2221432"	"0.18459717"	"0.355182"	"0.18662805"	"0.20231916"	"0.22460337"	"0.30385619"	"0.39631011"	"0.25998087"	"0.21652917"	"0.20137911"	"0.14468624"	"0.19481491"	"0.16166414"	"0.49342174"	"0.53285221"	"0.3984692"	"0.31997637"	"0.39058913"	"0.27431626"	"0.30873829"	"0.42857226"	"0.35459878"	"0.20033454"	"0.47908634"	"0.36891713"	"0.18021994"	"0.37212209"	"0.05866432"	"0.5162105"	"0.3289181"	"0.12121255"	"0.20171302"	"0.25394821"	"0.21373626"	"0.32259669"	"0.35531097"	"0.22303733"	"0.25749064"	"0.25122211"	"0.12107337"	"0.29195488"	"0.9919754"	"0.17270786"	"0.3789029"	"0.32185929"	"0.41480368"	"0.09264477"	"0.37057337"	"0.20949111"	"0.13657126"	"0.20703553"	"0.17314192"	"0.29195488"	"0.24771045"	"0.82442179"	"0.2312074"	"0.16166414"	"0.1242487"	"0.2436789"	"0.15341528"	"0.27843015"	"0.11785549"	"0.41638733"	"0.16776435"	"0.28671919"	"0.26722079"	"0.21572397"	"0.13541614"	"0.2221432"	"0.30389703"	"0.24901199"	"0.36903667"	"0.21731475"	"0.30443665"	"0.67386973"	"0.355182"	"0.14903478"	"0.59105727"	"0.390778"	"0.31864007"	"0.34919781"	"0.21441119"	"0.22959552"	"0.23081439"	"0.48652289"	"0.16872378"	"0.21791189"	"0.16776435"	"0.1375647"	"0.18059341"	"0.36294543"	"0.16407465"	"0.17766433"	"0.07383907"	"0.33495416"	"0.13441667"	"0.33689079"
"CHEBI:37084"	"NA"	"CC(C)(O)CC(O)=O"	"InChI=1S/C5H10O3/c1-5(2,8)3-4(6)7/h8H,3H2,1-2H3,(H,6,7)"	"3-hydroxyisovaleric acid"	"HMDB0000754"	"69362"	"-"	"5722"	"2.3618596"	"1.9047261"	"2.0487828"	"2.3045895"	"0.31992"	"1.1083076"	"1.3262668"	"2.5776925"	"2.6058055"	"2.0615015"	"1.7018767"	"2.4995748"	"2.343024"	"1.0844174"	"1.8357687"	"2.8929959"	"0.7489375"	"1.2653069"	"1.5878289"	"3.3733897"	"1.4653238"	"1.0376747"	"4.2677173"	"1.7341794"	"0.8575636"	"1.3970318"	"1.4707106"	"3.3533323"	"1.7442225"	"1.3444166"	"2.1343454"	"1.6068718"	"0.7699749"	"2.2621189"	"2.2804417"	"2.6206317"	"0.6522539"	"0.851496"	"5.4277179"	"0.7662625"	"2.2802746"	"2.7088496"	"2.5686406"	"2.0855471"	"1.1334231"	"0.9304137"	"2.769643"	"0.9255415"	"2.2568913"	"1.8036452"	"1.6894094"	"1.6618459"	"1.4757476"	"1.9935665"	"1.6973575"	"3.4168746"	"NA"	"0.6981221"	"0.7145194"	"1.5627351"	"1.483026"	"2.8556351"	"2.0528862"	"1.3970318"	"2.3271041"	"0.4060935"	"0.5660708"	"1.5156597"	"2.1366158"	"0.3161936"	"3.5529433"	"1.3221587"	"1.3641088"	"1.5756974"	"1.3695171"	"0.7893014"	"3.564887"	"0.923316"	"2.6591736"	"2.1658004"	"1.9350396"	"1.2635065"	"2.5686406"	"1.2338013"	"1.6843815"	"1.0189472"	"1.9350396"	"2.2357732"	"1.240528"	"0.6814076"	"2.1748739"	"1.2108094"	"2.4452638"	"2.0359058"	"0.9976189"	"1.7018767"	"2.4265548"	"2.0169539"	"1.2631627"	"3.2240461"
"CHEBI:32398"	"NA"	"OC[C@@H](O)C(O)=O"	"InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)/t2-/m1/s1"	"Glyceric acid"	"HMDB0000139"	"439194"	"C00258"	"280"	"0.040390599"	"0.032599566"	"0.026692409"	"0.01060791"	"0.095228174"	"0.027466777"	"0.040055437"	"0.115228342"	"0.10281629"	"0.060090383"	"0.033001873"	"0.038531878"	"0.055731411"	"0.032894716"	"0.037241003"	"0.024249517"	"0.041166848"	"0.043514687"	"0.017106055"	"0.095228174"	"0.022470729"	"0.022811964"	"0.052716982"	"0.127830809"	"0.068599122"	"0.051124963"	"0.038390407"	"0.026692409"	"0.033036038"	"0.058907319"	"0.036657356"	"0.017473625"	"0.042550226"	"0.099369099"	"0.040788375"	"0.040960351"	"0.037564066"	"0.030308601"	"0.139106579"	"0.124228174"	"0.026206178"	"0.051282122"	"0.0883459"	"0.079806146"	"0.024912762"	"0.373859293"	"0.05823958"	"0.041772954"	"0.065995088"	"0.075876008"	"0.057388668"	"0.043317648"	"0.025038633"	"0.039007965"	"0.029566621"	"0.043817673"	"0.038714558"	"0.049874561"	"0.016728295"	"0.04174711"	"0.027989841"	"0.067923361"	"0.04174711"	"0.023480551"	"0.066319956"	"0.022467492"	"0.063953971"	"0.045732541"	"0.030276136"	"0.074090297"	"0.082874739"	"0.039113493"	"0.038163232"	"0.066193088"	"0.06122638"	"0.039056667"	"0.068660409"	"0.037706289"	"0.021686977"	"0.043660563"	"0.052603152"	"0.023615592"	"0.029049008"	"0.036358058"	"0.064274521"	"0.029361871"	"0.022933312"	"0.037401094"	"0.022470729"	"0.032160581"	"0.123031376"	"0.066884879"	"0.158188091"	"0.017473625"	"0.040335833"	"0.032160581"	"0.074090297"	"0.029651738"	"0.047660853"	"0.017789287"
"CHEBI:17568"	"NA"	"O=C1NC=CC(=O)N1"	"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)"	"Uracil"	"HMDB0000300"	"1174"	"C00106"	"258"	"0.12606933"	"0.17546225"	"0.30456703"	"0.12519232"	"0.45274134"	"0.11977868"	"0.13336453"	"0.23605564"	"0.19775702"	"0.18166433"	"0.15965018"	"0.28536286"	"0.31523057"	"0.10836789"	"0.08321524"	"0.28311354"	"0.18790813"	"0.15837307"	"0.19451907"	"0.80827284"	"0.09563548"	"0.53296702"	"0.07253241"	"0.2091019"	"0.34822129"	"0.11633524"	"0.18195617"	"0.09977147"	"0.14722024"	"0.2680301"	"0.23352603"	"0.08304589"	"0.05972046"	"0.12933838"	"0.50295803"	"0.17913468"	"0.48072679"	"0.23352603"	"0.78014853"	"0.05823941"	"0.14243004"	"0.16992229"	"0.09409837"	"NA"	"0.32602151"	"0.30456703"	"0.17338099"	"0.35902087"	"0.13460084"	"0.36955586"	"0.23642915"	"0.11657338"	"0.14243004"	"0.13300377"	"0.07253241"	"0.36329835"	"0.21842537"	"0.25346031"	"0.14144129"	"0.03471871"	"0.18266413"	"0.09844648"	"0.14611636"	"0.10144284"	"0.13118485"	"0.0444225"	"0.09381825"	"0.27527311"	"0.12800728"	"0.17897637"	"0.32295073"	"0.14081549"	"0.32602151"	"0.14025499"	"0.227512"	"0.21016632"	"0.51673046"	"0.28502048"	"0.82610004"	"0.08647251"	"0.18824122"	"0.17319959"	"0.13178173"	"0.19993258"	"0.04767134"	"0.15241447"	"0.35903413"	"0.32071908"	"0.1036609"	"0.17593767"	"0.32230618"	"0.31926855"	"0.31420907"	"0.18430805"	"0.19738076"	"0.23639079"	"0.15454286"	"0.37926936"	"0.23988561"	"0.11172205"
"CHEBI:545959"	"NA"	"COC1=CC(CC(O)=O)=CC=C1O"	"InChI=1S/C9H10O4/c1-13-8-4-6(5-9(11)12)2-3-7(8)10/h2-4,10H,5H2,1H3,(H,11,12)"	"Homovanillic acid"	"HMDB0000118"	"1738"	"C05582"	"971"	"0.48327501"	"0.40926523"	"0.91917392"	"0.45040972"	"0.82430552"	"1.23104978"	"0.52628913"	"0.6617148"	"0.44766394"	"0.80653445"	"0.42614508"	"0.50747209"	"0.34056729"	"0.39852589"	"0.57483596"	"0.57142785"	"0.61529239"	"0.35274576"	"0.75166113"	"0.65707004"	"0.60841217"	"0.66525788"	"0.72210762"	"1.55978452"	"0.49459857"	"1.03667827"	"0.44952242"	"0.85233341"	"1.09937687"	"0.64605726"	"0.20412767"	"1.70277181"	"0.76510939"	"0.92233852"	"0.60784553"	"0.59067489"	"0.94053678"	"0.54922676"	"0.87437372"	"1.16696678"	"0.54938646"	"0.25085854"	"0.7471945"	"0.63679888"	"0.71402379"	"0.70002511"	"0.89203009"	"0.66742957"	"0.54265432"	"0.52761515"	"0.39656368"	"0.5418942"	"0.61946538"	"0.61529239"	"0.48049892"	"0.21647857"	"1.16924373"	"0.57122508"	"0.53348878"	"1.83880126"	"0.55052957"	"0.75978098"	"0.42614508"	"0.60499747"	"0.43546938"	"0.62417574"	"1.37303705"	"0.84968697"	"0.62733234"	"1.06290785"	"1.14248607"	"0.4129803"	"1.1798775"	"0.47981466"	"0.50543893"	"0.76462863"	"0.4000709"	"0.46713736"	"0.52761515"	"0.57035545"	"1.09937687"	"0.66742957"	"0.62104422"	"0.28625545"	"0.77401548"	"0.63427863"	"0.63679888"	"0.57292458"	"0.47946222"	"0.85138709"	"0.70649914"	"0.88042947"	"0.77401548"	"0.48070123"	"0.98364856"	"0.7794433"	"0.19020636"	"1.06290785"	"0.37088935"	"0.61529239"
"CHEBI:32805"	"NA"	"OC(=O)C\C(=C\C(O)=O)C(O)=O"	"InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1-"	"Cis-aconitic acid"	"HMDB0000072"	"643757"	"C00417"	"5130"	"2.9307005"	"1.6773042"	"5.0703585"	"1.4327639"	"3.5213424"	"1.4886855"	"5.0521785"	"2.6919837"	"2.5907797"	"1.0592332"	"1.7950907"	"2.4824008"	"2.887207"	"1.4035317"	"1.0807434"	"2.0848629"	"1.4707555"	"0.6929558"	"2.3498434"	"0.9785622"	"3.4770933"	"2.5968436"	"1.937853"	"0.8740831"	"1.529461"	"2.2786339"	"3.5005449"	"1.6110479"	"2.469624"	"2.4959239"	"2.8655434"	"1.4886855"	"3.2934355"	"1.7221215"	"3.8247269"	"2.8751786"	"1.3457395"	"4.0319453"	"2.2786339"	"2.5281574"	"2.1181662"	"1.4945638"	"3.0127415"	"3.9846016"	"1.8811303"	"2.8217197"	"2.8084829"	"2.2279785"	"0.5185592"	"3.307382"	"2.2912255"	"2.1032462"	"2.7839749"	"0.7142895"	"2.0822183"	"2.0907047"	"2.2029163"	"2.2912255"	"4.3454781"	"1.8127432"	"2.5036401"	"2.4824008"	"3.128815"	"4.1367249"	"2.6471401"	"3.2618216"	"2.9384205"	"2.1497588"	"0.2294875"	"2.0633911"	"0.2232642"	"2.2292796"	"2.8543977"	"1.0522603"	"2.2379994"	"2.6037559"	"2.6805948"	"1.306388"	"4.7728589"	"1.9940478"	"2.7824702"	"0.8577961"	"1.7594808"	"3.2934355"	"1.209374"	"1.0162327"	"2.301005"	"1.5463071"	"1.7622542"	"2.7255461"	"2.9149514"	"2.2292796"	"0.601196"	"2.8110541"	"1.6101763"	"3.0584941"	"2.2915553"	"1.0443266"	"1.5703201"	"3.1016603"
"CHEBI:68503"	"NA"	"C[C@@H](CCC(O)=O)CC(O)=O"	"InChI=1S/C7H12O4/c1-5(4-7(10)11)2-3-6(8)9/h5H,2-4H2,1H3,(H,8,9)(H,10,11)/t5-/m0/s1"	"3-methyladipic acid"	"HMDB0000555"	"6999745"	"-"	"3797"	"0.10398529"	"0.13219092"	"0.1038577"	"0.10597826"	"0.20829791"	"0.22269779"	"0.49821257"	"0.24965308"	"0.44668336"	"0.08150389"	"0.14051861"	"0.39546647"	"0.11608501"	"0.08439087"	"0.09781677"	"0.11091146"	"0.16887409"	"0.28065549"	"0.18612132"	"0.18393186"	"0.17469668"	"0.09875108"	"0.0974163"	"0.15627903"	"0.23809326"	"0.11827378"	"0.181512"	"0.08535888"	"0.17331885"	"0.13445561"	"0.16064727"	"0.21309981"	"0.06318482"	"0.12788421"	"0.24816477"	"0.16864214"	"0.06270391"	"0.04639293"	"0.14051861"	"0.2434441"	"0.20007851"	"0.09395179"	"0.18791174"	"0.18791174"	"0.08189269"	"0.12051322"	"0.11763313"	"0.24656423"	"0.19791945"	"0.18279919"	"0.05250495"	"0.07820412"	"0.30133474"	"0.35492254"	"0.11058872"	"0.16718496"	"0.18791174"	"0.0896649"	"0.20324437"	"0.1240322"	"0.23050894"	"0.25327685"	"0.09499598"	"0.28838685"	"0.27222493"	"0.02374644"	"0.38309219"	"0.22863236"	"0.11526313"	"0.11875719"	"0.21962479"	"0.11596511"	"0.24656423"	"0.15993253"	"0.27621279"	"0.15783496"	"0.19771782"	"0.15748937"	"0.10933883"	"0.05178541"	"0.15764298"	"0.1773358"	"0.07496866"	"0.11668442"	"0.06687126"	"0.52850103"	"0.21361978"	"0.16714988"	"0.09593258"	"0.08066489"	"0.48492525"	"0.24932546"	"0.10566146"	"0.12536684"	"0.32860833"	"0.13445561"	"0.38309219"	"0.17480196"	"0.12868585"	"0.24838563"
"CHEBI:33404"	"NA"	"OCCC(O)=O"	"InChI=1S/C3H6O3/c4-2-1-3(5)6/h4H,1-2H2,(H,5,6)"	"3-Hydroxypropionic acid"	"HMDB0000700"	"68152"	"C01013"	"5668"	"0.018053544"	"0.094305729"	"0.047664878"	"0.025719397"	"0.050124307"	"0.10553618"	"0.06975526"	"0.036150215"	"0.083030947"	"0.067628821"	"0.047256892"	"0.058288568"	"0.051830673"	"0.050333884"	"0.048197161"	"0.075297709"	"0.035103115"	"0.035103115"	"0.051649429"	"0.071094643"	"0.040277679"	"0.093191271"	"0.136052723"	"0.157815704"	"0.086472631"	"0.124828411"	"0.025370809"	"0.024939399"	"0.281813902"	"0.024823827"	"0.067126227"	"0.084832395"	"0.026816547"	"0.054221264"	"0.041023122"	"0.197051231"	"0.06875407"	"0.020431873"	"0.040461216"	"0.083030947"	"0.087405727"	"0.157815704"	"0.030399997"	"0.06414632"	"0.06496291"	"0.104950519"	"0.096366791"	"0.081925057"	"0.077513393"	"0.080826232"	"0.030776866"	"0.043654406"	"0.115715053"	"0.107219064"	"0.032385133"	"0.051702802"	"0.117919978"	"0.055986304"	"0.047947505"	"0.051119594"	"0.170450793"	"0.202250538"	"0.067768074"	"0.060819321"	"0.025071091"	"0.210930526"	"0.031513788"	"0.111916633"	"0.152969577"	"0.134533827"	"0.036691283"	"0.093992788"	"0.101445733"	"0.084655708"	"0.110638359"	"0.192386728"	"0.0832096"	"0.098252994"	"0.061755196"	"0.234805653"	"0.181066306"	"0.09741437"	"0.064357202"	"0.136838579"	"0.057993754"	"0.08128067"	"0.030774978"	"0.070509005"	"0.061755196"	"0.047716546"	"0.099942992"	"0.03648742"	"0.152241797"	"0.172416892"	"0.078649957"	"0.161223259"	"0.053736607"	"0.176494817"	"0.175393847"	"0.024939399"
